"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005507","copper ion binding","1/110","62/18369",0.311345374012737,0.4365254728426,0.375033494470036,"S100A12",1
"GO:0008236","serine-type peptidase activity","2/110","190/18369",0.315178770903788,0.439633977876053,0.377704114119519,"DPP6/CTRB2",2
"GO:0030145","manganese ion binding","1/110","65/18369",0.323685218333871,0.447319621652119,0.384307105289359,"PIM1",1
"GO:0017171","serine hydrolase activity","2/110","194/18369",0.323977814211277,0.447319621652119,0.384307105289359,"DPP6/CTRB2",2
"GO:0005230","extracellular ligand-gated monoatomic ion channel activity","1/110","67/18369",0.331789797063369,0.455792044450688,0.391586044381009,"P2RX1",1
"GO:0051015","actin filament binding","2/110","202/18369",0.341488829326812,0.466758600888908,0.401007776305486,"MYH11/FLNC",2
"GO:0016782","transferase activity, transferring sulphur-containing groups","1/110","70/18369",0.343766554025306,0.467522513474416,0.401664078913778,"SULT2B1",1
"GO:0043539","protein serine/threonine kinase activator activity","1/110","72/18369",0.3516326315543,0.475841173048605,0.408810914925659,"DBF4B",1
"GO:0043022","ribosome binding","1/110","73/18369",0.355530560751929,0.478734220418439,0.411296427758876,"ZC3H12A",1
"GO:0004521","RNA endonuclease activity","1/110","74/18369",0.359405267699748,0.479207023599664,0.411702628634386,"ZC3H12A",1
"GO:0042379","chemokine receptor binding","1/110","74/18369",0.359405267699748,0.479207023599664,0.411702628634386,"CXCL8",1
"GO:0048029","monosaccharide binding","1/110","75/18369",0.363256889484554,0.481979872877066,0.4140848753046,"GCK",1
"GO:0106310","protein serine kinase activity","3/110","363/18369",0.370830238228416,0.489639926204511,0.420665880872296,"SIK1/PIM1/SBK2",3
"GO:0004527","exonuclease activity","1/110","80/18369",0.38217346313418,0.502179623055541,0.431439149838739,"ZC3H12A",1
"GO:0016209","antioxidant activity","1/110","82/18369",0.389583205490354,0.509454961025848,0.437689633698677,"PTGS2",1
"GO:0038024","cargo receptor activity","1/110","83/18369",0.39325498584777,0.511171465223155,0.439164339317107,"SCARF1",1
"GO:0008135","translation factor activity, RNA binding","1/110","84/18369",0.396904879293944,0.511171465223155,0.439164339317107,"EEF1A2",1
"GO:0042562","hormone binding","1/110","84/18369",0.396904879293944,0.511171465223155,0.439164339317107,"SULT2B1",1
"GO:0050660","flavin adenine dinucleotide binding","1/110","85/18369",0.400533015103497,0.511171465223155,0.439164339317107,"FMO1",1
"GO:0061134","peptidase regulator activity","2/110","230/18369",0.401520266567637,0.511171465223155,0.439164339317107,"NLRP7/PSMF1",2
"GO:0051117","ATPase binding","1/110","86/18369",0.404139521794517,0.511171465223155,0.439164339317107,"FXYD3",1
"GO:0005539","glycosaminoglycan binding","2/110","232/18369",0.405716598314706,0.511171465223155,0.439164339317107,"ADAMTS1/CXCL8",2
"GO:0016651","oxidoreductase activity, acting on NAD(P)H","1/110","87/18369",0.407724527132952,0.511171465223155,0.439164339317107,"MIOX",1
"GO:0022853","active monoatomic ion transmembrane transporter activity","2/110","233/18369",0.407809588064061,0.511171465223155,0.439164339317107,"SLC8A2/ABCC8",2
"GO:0005249","voltage-gated potassium channel activity","1/110","88/18369",0.411288158136965,0.51316687620759,0.440878662995685,"ABCC8",1
"GO:0003730","mRNA 3'-UTR binding","2/110","252/18369",0.446876647949407,0.555024877818442,0.476840258806866,"ZC3H12A/MIR21",2
"GO:0042626","ATPase-coupled transmembrane transporter activity","1/110","99/18369",0.449112984671214,0.555266962866228,0.477048242090955,"ABCC8",1
"GO:0045182","translation regulator activity","3/110","418/18369",0.458846580104617,0.564734252436452,0.48518190418302,"EEF1A2/MIR146B/MIR21",3
"GO:0004674","protein serine/threonine kinase activity","3/110","421/18369",0.463514863153155,0.567784947797262,0.487802857627679,"SIK1/PIM1/SBK2",3
"GO:0015297","antiporter activity","1/110","104/18369",0.465500159407314,0.567784947797262,0.487802857627679,"SLC8A2",1
"GO:0004843","cysteine-type deubiquitinase activity","1/110","109/18369",0.481404167227842,0.581964148826547,0.499984678945408,"ZC3H12A",1
"GO:0090079","translation regulator activity, nucleic acid binding","1/110","109/18369",0.481404167227842,0.581964148826547,0.499984678945408,"EEF1A2",1
"GO:0005200","structural constituent of cytoskeleton","1/110","111/18369",0.487633660151748,0.585167251294691,0.502736570384758,"TUBA3E",1
"GO:1903231","mRNA base-pairing translational repressor activity","2/110","273/18369",0.488356492808437,0.585167251294691,0.502736570384758,"MIR146B/MIR21",2
"GO:0003774","cytoskeletal motor activity","1/110","115/18369",0.499871046981248,0.593733295977727,0.510095943138759,"MYH11",1
"GO:0101005","deubiquitinase activity","1/110","115/18369",0.499871046981248,0.593733295977727,0.510095943138759,"ZC3H12A",1
"GO:0003823","antigen binding","1/110","118/18369",0.508858607341882,0.601780613899965,0.517009660548731,"HLA-DRB5",1
"GO:0004222","metalloendopeptidase activity","1/110","122/18369",0.520593515076272,0.610351017675629,0.524372778343614,"ADAMTS1",1
"GO:0004519","endonuclease activity","1/110","122/18369",0.520593515076272,0.610351017675629,0.524372778343614,"ZC3H12A",1
"GO:0004540","ribonuclease activity","1/110","124/18369",0.526356347001608,0.614458911521191,0.527902006028268,"ZC3H12A",1
"GO:0042826","histone deacetylase binding","1/110","126/18369",0.53205052754035,0.618451895260578,0.531332510634088,"SIK1",1
"GO:0044325","transmembrane transporter binding","1/110","129/18369",0.540464847186274,0.623460916986015,0.535635927131948,"ABCC8",1
"GO:0030371","translation repressor activity","2/110","302/18369",0.542380090674311,0.623460916986015,0.535635927131948,"MIR146B/MIR21",2
"GO:0019783","ubiquitin-like protein peptidase activity","1/110","130/18369",0.54323616663855,0.623460916986015,0.535635927131948,"ZC3H12A",1
"GO:0016798","hydrolase activity, acting on glycosyl bonds","1/110","132/18369",0.548729217700031,0.624495176629324,0.536524493853366,"IL1RL1",1
"GO:0019838","growth factor binding","1/110","132/18369",0.548729217700031,0.624495176629324,0.536524493853366,"NLRP7",1
"GO:0002020","protease binding","1/110","138/18369",0.564818657460889,0.640127811789008,0.54995500858034,"NLRP7",1
"GO:0008194","UDP-glycosyltransferase activity","1/110","143/18369",0.577791309963312,0.652113013734526,0.56025189260474,"UGT2B17",1
"GO:0019842","vitamin binding","1/110","150/18369",0.595311604361631,0.666760485298649,0.572836020651316,"TCN1",1
"GO:0045296","cadherin binding","2/110","333/18369",0.595672051204308,0.666760485298649,0.572836020651316,"GPRC5A/CDH4",2
"GO:0016853","isomerase activity","1/110","154/18369",0.604997709549041,0.674423676218603,0.579419721828676,"ALOX12B",1
"GO:0016874","ligase activity","1/110","165/18369",0.630465889533729,0.699945803890508,0.601346627181473,"TTLL10",1
"GO:0005319","lipid transporter activity","1/110","169/18369",0.639317809046634,0.70075256919056,0.60203974597641,"APOD",1
"GO:0030674","protein-macromolecule adaptor activity","2/110","361/18369",0.63974900307245,0.70075256919056,0.60203974597641,"KLF4/MEN1",2
"GO:0004252","serine-type endopeptidase activity","1/110","170/18369",0.641497756354594,0.70075256919056,0.60203974597641,"CTRB2",1
"GO:0015399","primary active transmembrane transporter activity","1/110","170/18369",0.641497756354594,0.70075256919056,0.60203974597641,"ABCC8",1
"GO:0008234","cysteine-type peptidase activity","1/110","185/18369",0.672672767055279,0.731867970556144,0.628772018047461,"ZC3H12A",1
"GO:0003714","transcription corepressor activity","1/110","190/18369",0.682455231979252,0.739553080073134,0.63537455021763,"TFAP2A",1
"GO:0016758","hexosyltransferase activity","1/110","195/18369",0.691947918131972,0.744008517868616,0.639202364422727,"UGT2B17",1
"GO:0033218","amide binding","2/110","400/18369",0.694800411400136,0.744008517868616,0.639202364422727,"HLA-DRB5/P2RX1",2
"GO:0008237","metallopeptidase activity","1/110","197/18369",0.695665768604762,0.744008517868616,0.639202364422727,"ADAMTS1",1
"GO:0016829","lyase activity","1/110","198/18369",0.697507985501827,0.744008517868616,0.639202364422727,"ALOX12B",1
"GO:0004518","nuclease activity","1/110","207/18369",0.713598459001697,0.758198362689303,0.651393330174246,"ZC3H12A",1
"GO:0043177","organic acid binding","1/110","212/18369",0.722168066950556,0.764317954126658,0.656650873901386,"P2RX1",1
"GO:0004175","endopeptidase activity","2/110","428/18369",0.72994359067006,0.766581685954657,0.658595720905317,"ADAMTS1/CTRB2",2
"GO:0022804","active transmembrane transporter activity","2/110","428/18369",0.72994359067006,0.766581685954657,0.658595720905317,"SLC8A2/ABCC8",2
"GO:0000287","magnesium ion binding","1/110","223/18369",0.740137081671149,0.774297254671356,0.665224421582976,"SIK1",1
"GO:0042393","histone binding","1/110","241/18369",0.767089147154796,0.799418574812661,0.68680697990871,"CTCFL",1
"GO:0015291","secondary active transmembrane transporter activity","1/110","255/18369",0.786120051731096,0.816124633858238,0.701159708655297,"SLC8A2",1
"GO:0016757","glycosyltransferase activity","1/110","266/18369",0.799984772715152,0.827360677484872,0.710812965950625,"UGT2B17",1
"GO:0031625","ubiquitin protein ligase binding","1/110","301/18369",0.838440804218677,0.863848101316213,0.742160520480647,"MAP1LC3C",1
"GO:0042277","peptide binding","1/110","317/18369",0.853485647629032,0.875459471730654,0.752136233452807,"HLA-DRB5",1
"GO:0044389","ubiquitin-like protein ligase binding","1/110","320/18369",0.856147865736596,0.875459471730654,0.752136233452807,"MAP1LC3C",1
"GO:0061630","ubiquitin protein ligase activity","1/110","327/18369",0.862174744897562,0.878320339371299,0.754594099614661,"TRIM7",1
"GO:0061659","ubiquitin-like protein ligase activity","1/110","341/18369",0.873487894062877,0.886525026810085,0.761643018389469,"TRIM7",1
"GO:0016887","ATP hydrolysis activity","1/110","376/18369",0.897902906791306,0.907916693855893,0.780021308188886,"ABCC8",1
"GO:0140098","catalytic activity, acting on RNA","1/110","396/18369",0.909693069711781,0.916431536894831,0.78733669191429,"ZC3H12A",1
"GO:0004842","ubiquitin-protein transferase activity","1/110","438/18369",0.930238891992522,0.933671507830132,0.802148122052204,"TRIM7",1
"GO:0019787","ubiquitin-like protein transferase activity","1/110","467/18369",0.94164852506059,0.94164852506059,0.809001441809021,"TRIM7",1
